id,class-0,class-1,class-2,class-3,class-4,class-5
6639,0.9804273247718811,0.01537607703357935,0.00031420201412402093,0.003821637947112322,6.0723439673893154e-05,0
9603,0.9996191263198853,0.00038079023943282664,3.730952435887502e-09,2.1147394946297027e-09,7.100916449989739e-24,0
12234,0.08086284250020981,0.36388006806373596,0.0004268641641829163,0.5547724366188049,5.779022103524767e-05,0
16535,1.50205075044596e-08,0.9961829781532288,0.003686727723106742,0.00013031925482209772,3.715795896750687e-16,0
18157,0.9930967688560486,0.0031936713494360447,0.003709292970597744,2.9171101800784527e-07,2.2560786572256575e-10,0
33302,2.7163683815164185e-15,0.9986253976821899,0.0013746446929872036,1.6587283846805634e-12,0.0,0
37190,0.0014039595844224095,0.9876809120178223,0.010915093123912811,1.719764384233713e-07,2.9740548376037003e-22,0
43051,0.9999939203262329,1.6262891477936137e-08,6.114095413067844e-06,1.7363174861044213e-16,1.9879204174546347e-16,0
43373,1.1640573616407612e-17,1.0,3.7864759071248866e-12,2.1539918961174284e-22,0.0,0
51487,0.987105131149292,4.407024334796006e-06,0.012890518642961979,1.3944702351856362e-15,8.496540354306494e-22,0
54573,1.1302119673928246e-05,0.9996032118797302,0.00038545025745406747,1.4881205601113834e-08,2.784837222612165e-29,0
87367,0.5828800201416016,0.09582976996898651,0.3188273012638092,0.0024622739292681217,5.794939283987333e-07,0
134848,0.854183554649353,1.8140173779102042e-05,3.2230304896074813e-06,0.14566916227340698,0.00012584333308041096,0
141876,0.8531522750854492,2.220063379354542e-06,3.4664600434552995e-07,0.146821528673172,2.364197644055821e-05,0
145313,0.7660251259803772,0.15839369595050812,0.0002796502667479217,0.07529614865779877,5.363547188608209e-06,0
145540,0.11104382574558258,0.33516165614128113,0.0003614826127886772,0.5533348321914673,9.819122351473197e-05,0
153664,4.3250191527641e-25,0.9228271842002869,8.750343113206327e-05,0.07708536088466644,0.0,0
153669,1.969240884136525e-06,0.3507465124130249,0.6491757035255432,7.586346328025684e-05,5.229614193379823e-19,0
153696,0.5792402625083923,0.35001340508461,0.015415781177580357,0.05493781343102455,0.00039277374162338674,0
155030,0.6236038208007812,0.15177996456623077,0.00043575887684710324,0.22326882183551788,0.0009116075816564262,0
157992,0.9999890327453613,2.9333743767345766e-11,1.0962852684315294e-05,8.600648385317752e-21,1.3295662534270515e-20,0
159271,0.8900350332260132,1.1272054507571738e-05,1.5139439710765146e-06,0.1098765954375267,7.562681275885552e-05,0
162411,0.999785840511322,0.00020103239512536675,1.0476090210431721e-05,2.457942400724278e-06,7.388275236053232e-08,0
171275,0.999998927116394,6.35203377896687e-07,4.6983743118289567e-07,1.0602670824644278e-10,5.221340315166858e-16,0
171385,0.9999994039535522,1.4290302448316528e-11,5.5539061349918484e-08,7.166659088397864e-08,4.689396746471175e-07,0
171757,0.898629367351532,3.811965507338755e-05,2.4523618776584044e-05,0.10034021735191345,0.0009677912457846105,0
172074,0.7250009775161743,1.9479274726563744e-07,4.541071163544075e-08,0.2749943733215332,4.350357812654693e-06,0
184771,0.9987939596176147,1.7542838577355724e-06,5.151828759153432e-07,0.001202155719511211,1.5014231848908821e-06,0
187244,0.9087331295013428,0.06826002150774002,0.00031236166250891984,0.022320885211229324,0.0003737358492799103,0
194210,0.42408832907676697,0.1714947670698166,0.00029260889277793467,0.40375593304634094,0.0003683718969114125,0
194662,0.05875556543469429,0.40427765250205994,0.0005030914326198399,0.5364512801170349,1.2472109119698871e-05,0
194784,0.8952649235725403,5.357555437512929e-06,9.719128684082534e-07,0.1046675443649292,6.122008198872209e-05,0
194787,0.30812734365463257,1.8817598174791783e-05,4.60314204531187e-08,0.6918533444404602,4.602134708875383e-07,0
197722,0.8969547748565674,3.992779056716245e-06,7.629842002643272e-07,0.10298804938793182,5.2481012971838936e-05,0
198688,0.9967848062515259,0.0016556171467527747,0.0015591064002364874,4.971938665221387e-07,2.6010429365896925e-08,0
200295,0.6870563626289368,3.2219550378381756e-13,2.5132331112065476e-12,0.3129436671733856,9.03604213675635e-09,0
205590,0.7747687101364136,0.00027298982604406774,1.0272374311171006e-05,0.2248007208108902,0.00014730467228218913,0
208910,0.6003561019897461,0.3347931504249573,0.0012894677929580212,0.06356122344732285,6.180517431175758e-08,0
215918,0.42580467462539673,0.5590100884437561,0.0020194919779896736,0.013165791518986225,1.412399441846901e-08,0
220232,0.10311243683099747,0.1772165596485138,5.2933115512132645e-05,0.719602108001709,1.5999446986825205e-05,0
224225,1.0,6.135445036953898e-16,9.668280065433521e-11,2.1636259006641012e-08,3.695168129813631e-11,0
230891,0.9535805583000183,0.00037347787292674184,0.0019807557109743357,0.04177035018801689,0.0022949313279241323,0
240359,0.9119541049003601,6.923410751369374e-07,1.725734932733758e-07,0.08802442997694016,2.0537358068395406e-05,0
253700,0.8534783124923706,4.169240582996281e-06,6.767187414880027e-07,0.14647774398326874,3.9042450225679204e-05,0
254124,0.003488874761387706,0.1552664190530777,0.8253784775733948,0.015866193920373917,4.39523839546041e-09,0
274160,0.9638291597366333,0.0002583845634944737,0.03591039776802063,2.0188538201182382e-06,2.1720789611379132e-09,0
275880,0.8599582314491272,0.10053426772356033,1.0449233741383068e-05,0.03949705511331558,3.505472534470755e-08,0
285261,0.6915258169174194,0.0007960846996866167,7.708981866016984e-05,0.30688905715942383,0.0007119152578525245,0
285508,0.9104060530662537,0.006354354787617922,0.004705585539340973,0.0777515321969986,0.0007824816857464612,0
287190,0.6415411829948425,0.2257385402917862,0.002188530284911394,0.13040277361869812,0.0001289085194002837,0
293498,0.40141287446022034,0.37720346450805664,0.0018546977080404758,0.21949759125709534,3.135644510621205e-05,0
303851,0.04141182079911232,0.9581974744796753,0.00027715705800801516,0.00011351983994245529,1.5098898297844838e-16,0
306113,0.4082321226596832,0.1719658374786377,0.00034762953873723745,0.41903069615364075,0.00042369417496956885,0
312522,0.48136430978775024,0.14536184072494507,0.00021821480186190456,0.37273678183555603,0.0003188273694831878,0
313437,0.8522560596466064,4.135299036533979e-07,5.823000748250706e-08,0.14773724973201752,6.204839337442536e-06,0
315861,0.5631169676780701,0.287529319524765,0.14912539720535278,0.0002283653011545539,9.635910735994457e-09,0
317071,0.8793627619743347,0.0002799909270834178,1.1813650417025201e-05,0.1201159656047821,0.00022944742522668093,0
318091,0.8199360370635986,1.9592134492540936e-07,3.318938723850806e-08,0.18005988001823425,3.954428393626586e-06,0
320329,0.9754170179367065,4.608483868651092e-05,4.671154329116689e-06,0.02447737567126751,5.4896092478884384e-05,0
323682,0.9289445281028748,6.599969992748811e-08,2.3779499258580472e-08,0.07104945927858353,5.900111318624113e-06,0
339682,0.8797484040260315,0.00015493578393943608,7.935067515063565e-06,0.11990666389465332,0.00018211379938293248,0
340367,0.8724243640899658,4.377187724458054e-05,2.6938371320284205e-06,0.12744402885437012,8.509386680088937e-05,0
342063,0.7981562614440918,5.1946118517776085e-09,1.63666076247182e-08,0.20183832943439484,5.405404863267904e-06,0
348229,0.0069108931347727776,0.9895853400230408,0.0004721337463706732,0.0030316689517349005,9.216783017134897e-14,0
350376,0.00026407709810882807,0.9819335341453552,0.01728122867643833,0.0004994122427888215,2.1722646124544553e-05,0
350934,0.8291913270950317,0.11687720566987991,0.001446829759515822,0.051977213472127914,0.0005073619540780783,0
352565,0.8930562734603882,7.704453309997916e-06,1.214162466567359e-06,0.10686659067869186,6.839376146672294e-05,0
352578,0.9187193512916565,2.8690021736110793e-07,8.210849955503363e-08,0.08126728236675262,1.2871121725765988e-05,0
352642,0.998703122138977,1.374429103861985e-07,3.1338669437275257e-09,0.0012967085931450129,1.2790573045151632e-08,0
354156,0.8802234530448914,6.376927922246978e-05,4.367662313597975e-06,0.11957953125238419,0.0001287601189687848,0
354992,0.8227354288101196,0.12800879776477814,0.0004867394454777241,0.04852762073278427,0.00024146759824361652,0
356157,0.9318472146987915,0.05592808127403259,8.772881847107783e-05,0.012136823497712612,1.1122608611913165e-07,0
356192,0.8799170255661011,0.00011525064473971725,6.503125405288301e-06,0.11979890614748001,0.00016224110731855035,0
356352,0.7127324938774109,0.18510593473911285,0.00097663386259228,0.10117985308170319,5.0414719225955196e-06,0
361019,0.8077989220619202,1.64407701959135e-05,1.0036999356088927e-06,0.19214977324008942,3.388914046809077e-05,0
365304,0.9999186992645264,1.7514437899990298e-08,4.093024472240359e-06,6.717387441312894e-05,1.0046189345302992e-05,0
366472,0.4499824047088623,0.4623831510543823,0.020745664834976196,0.06686718761920929,2.155619404220488e-05,0
380128,0.9950217008590698,0.004801459610462189,2.6156337540328423e-08,0.00017684143676888198,3.6216025295875143e-13,0
381123,0.9228843450546265,1.0937927754639531e-06,3.02073402735914e-07,0.07708055526018143,3.371341517777182e-05,0
385964,0.8521424531936646,3.35176594035147e-07,4.659125707462408e-08,0.14785191416740417,5.249418336461531e-06,0
387272,0.9998626708984375,0.00010072116856463253,3.662848030216992e-05,2.378613572773247e-08,1.467353555709047e-16,0
388188,0.9126469492912292,2.7830995463773434e-07,4.49233326094145e-08,0.08734602481126785,6.7547912294685375e-06,0
415452,0.4508775472640991,2.7684329828581156e-10,7.760183962091105e-08,0.5490903854370117,3.198743434040807e-05,0
417559,1.0,0.0,0.0,4.970683245734703e-23,6.286323208749537e-20,0
424768,0.29217204451560974,0.39329883456230164,0.00023362984939012676,0.31429484486579895,6.82906431848096e-07,0
424893,0.9800886511802673,0.013600902631878853,0.004488422069698572,0.0018219425110146403,6.8145351583837055e-09,0
433214,0.9999905824661255,1.2411206853357726e-06,8.258651178039145e-06,2.136683191489297e-11,2.0236670938005628e-17,0
438589,0.9814376831054688,0.009560138918459415,0.0005239115562289953,0.008379590697586536,9.859433339443058e-05,0
441872,0.9976351261138916,0.0023551620543003082,7.783831534879937e-08,9.654487257648725e-06,1.814423361972057e-18,0
443817,0.01204241719096899,2.3356080490530637e-19,7.970197545347722e-17,0.9879576563835144,7.571753011907656e-13,0
445289,0.7902721762657166,0.0006555204163305461,2.1297122657415457e-05,0.2088014930486679,0.00024958784342743456,0
452779,0.7755829095840454,5.8512359828455374e-05,0.22435644268989563,2.1343512344174087e-06,4.617168158915774e-08,0
453578,0.652562141418457,0.026058783754706383,0.32136765122413635,1.138978132075863e-05,2.1464839793290148e-14,0
456742,0.6591376662254333,0.21374639868736267,0.0016558592906221747,0.1254226565361023,3.73431685147807e-05,0
461600,0.647072970867157,0.24608299136161804,0.00011071152403019369,0.10673028230667114,3.1093134111870313e-06,0
465081,0.9105035662651062,0.00016482558567076921,4.399670797283761e-05,0.08808725327253342,0.0012003342853859067,0
465865,0.013632767833769321,0.6040825247764587,1.1871724048262422e-08,0.38228464126586914,1.6995162127110032e-14,0
469329,0.88693767786026,1.649003752390854e-05,1.8875626892622677e-06,0.11296029388904572,8.361675281776115e-05,0
469860,0.8803657293319702,4.7434041334781796e-05,3.579367557904334e-06,0.11946850270032883,0.00011470574827399105,0
474769,0.9087331295013428,0.06826002150774002,0.00031236166250891984,0.022320885211229324,0.0003737358492799103,0
484730,0.983910322189331,0.00014279334573075175,1.4693753769279283e-08,0.015946926549077034,1.1958589674065934e-08,0
490329,0.8995656371116638,2.9928833100711927e-06,5.949207775302057e-07,0.10038583725690842,4.4777614675695077e-05,0
494200,0.05607031285762787,0.40373024344444275,0.0004953756579197943,0.5396931767463684,1.0825562640093267e-05,0
496975,0.0039697145111858845,6.663862738264874e-22,1.8231085257593165e-19,0.9960302710533142,4.125297786749041e-15,0
506879,0.8536901473999023,6.346206646412611e-06,1.0570264521447825e-06,0.1462479531764984,5.4546613682759926e-05,0
506973,0.9857836961746216,6.435666819015751e-06,4.84525344290887e-07,0.014204668812453747,4.754758265335113e-06,0
509493,0.3837406039237976,0.3635340631008148,0.0016472759889438748,0.2509588599205017,0.00011911225010408089,0
515129,0.85270756483078,9.581589210938546e-07,1.4207520848685817e-07,0.1472792625427246,1.2111807336623315e-05,0
515282,0.9250059723854065,1.1882129768991945e-07,3.904400713850009e-08,0.07498593628406525,8.061956577876117e-06,0
516645,0.06849980354309082,0.8114959597587585,0.024495527148246765,0.09550672024488449,1.9956846699642483e-06,0
516957,7.357452318501601e-07,1.6068506738520227e-05,8.736154086363968e-06,0.9999744892120361,4.17138368291603e-09,0
518883,0.6778460741043091,0.00016727148613426834,2.7930844225920737e-05,0.3215702772140503,0.00038842004141770303,0
521260,0.8627227544784546,0.004970166366547346,7.278916746145114e-05,0.13163360953330994,0.0006005748291499913,0
523281,0.972007691860199,0.0003446504706516862,9.465481412007648e-07,0.027645567432045937,1.3163482890377054e-06,0
523629,0.06641894578933716,0.4719880521297455,2.306086571479682e-05,0.4615698456764221,3.2807336847184843e-09,0
524691,0.8091843724250793,0.11573422700166702,0.0009288556175306439,0.07315882295370102,0.0009937540162354708,0
529038,0.9362331628799438,1.778152238784969e-07,7.267428259183362e-08,0.0637519583106041,1.4491750334855169e-05,0
530534,0.9269998669624329,8.855845123889594e-08,3.0471305478840804e-08,0.0729931965470314,6.897038019815227e-06,0
541143,0.013790835626423359,9.160654707110358e-17,5.650183673120172e-15,0.9862090945243835,1.1046261995384388e-11,0
545250,0.765581488609314,0.08654825389385223,9.029076318256557e-05,0.14773644506931305,4.357253419584595e-05,0
547863,0.41411617398262024,0.39718183875083923,1.109300683310721e-05,0.1886909157037735,2.4960191691292266e-09,0
564378,0.19160102307796478,1.7930371853935867e-08,1.3207141158488866e-08,0.8083981871604919,7.32287901428208e-07,0
568493,0.964393138885498,0.02298137918114662,0.007339497096836567,0.0052857231348752975,2.15373006540176e-07,0
572854,0.28646138310432434,0.03490718454122543,0.00017899683734867722,0.6782197952270508,0.00023258586588781327,0
573795,0.6560879349708557,5.188357135921251e-06,8.050546966842376e-07,0.343878835439682,2.721290547924582e-05,0
590836,0.7798321843147278,7.1790918809711e-06,5.0490702960814815e-06,0.21993990242481232,0.00021580987959168851,0
597739,0.12377732247114182,0.4186185300350189,0.0004778393777087331,0.4571255147457123,7.315753691727878e-07,0
606673,0.908111572265625,0.0004492610751185566,8.029233140405267e-05,0.08972319960594177,0.0016356633277609944,0
608726,0.8805062174797058,3.527969238348305e-05,2.933274117822293e-06,0.11935338377952576,0.00010218725947197527,0
609364,0.29497069120407104,0.1393023580312729,0.00016521007637493312,0.5654087662696838,0.00015299834194593132,0
611335,0.6128427386283875,3.9549988287035376e-05,1.3002031664655078e-06,0.38709431886672974,2.2133925085654482e-05,0
620223,0.776450514793396,1.2172931747045368e-05,5.315634439284622e-07,0.2235189825296402,1.7767406461643986e-05,0
624053,0.9473674297332764,1.2541501746454742e-05,2.9427748813759536e-05,0.05041961744427681,0.0021710016299039125,0
624058,0.0004106166015844792,0.7463564276695251,0.2531048655509949,0.00012808197061531246,1.3200390148906775e-15,0
625588,0.9864330887794495,0.009407871402800083,0.004159114323556423,1.955830519762003e-08,9.14520195682833e-14,0
626829,0.9601749777793884,0.0009226851398125291,0.001116778701543808,0.03635941818356514,0.0014261072501540184,0
629006,0.9802688956260681,0.0037898265291005373,6.27932240604423e-05,0.015827255323529243,5.130280624143779e-05,0
634879,0.3365718722343445,0.5649657845497131,0.002977330470457673,0.09546834975481033,1.6711683201720007e-05,0
635467,0.5258646607398987,0.47042548656463623,8.926611917559057e-05,0.0036206142976880074,3.119357203096307e-11,0
637924,0.7728279829025269,0.009402861818671227,0.00012009537749690935,0.21700209379196167,0.0006469204090535641,0
641673,0.49821504950523376,0.02476508729159832,0.00014926257426850498,0.4765261709690094,0.0003444961039349437,0
642414,0.9991889595985413,4.067177542310674e-06,2.0534160682927904e-07,0.0008068071911111474,1.160667650879077e-08,0
650229,0.7702436447143555,0.15511727333068848,0.0019400158198550344,0.07238160818815231,0.0003175134479533881,0
654526,0.6654852628707886,0.04681195318698883,0.005036078859120607,0.2680719494819641,0.01459481194615364,0
654546,9.744942700007364e-12,0.985569417476654,0.014428140595555305,2.4595246941316873e-06,3.973818603166635e-32,0
654565,6.441089681175072e-06,0.9432799220085144,0.05630771443247795,0.0004059258208144456,1.9287314094617293e-17,0
656391,0.9986388087272644,9.208577910618798e-13,1.639506781840277e-16,0.0013612366747111082,4.293752988793545e-14,0
660802,0.8724243640899658,4.377187724458054e-05,2.6938371320284205e-06,0.12744402885437012,8.509386680088937e-05,0
660833,0.8799170255661011,0.00011525064473971725,6.503125405288301e-06,0.11979890614748001,0.00016224110731855035,0
661071,0.7771291136741638,0.04899660870432854,0.0029343469068408012,0.1651715338230133,0.005768483504652977,0
664173,0.13448527455329895,0.41446638107299805,0.34388110041618347,0.10715638846158981,1.083574170479551e-05,0
667618,0.9298659563064575,1.215509115581881e-07,3.5577947699039214e-08,0.07012651115655899,7.475455277017318e-06,0
678280,0.6827291250228882,5.222966137807816e-05,1.0167671462113503e-05,0.31701210141181946,0.00019637269724626094,0
682851,0.8837623596191406,2.4121025489876047e-05,2.3531506485596765e-06,0.11611878126859665,9.244161628885195e-05,0
684844,0.08398512005805969,0.6787219643592834,0.21304495632648468,0.024246923625469208,1.0538599326537224e-06,0
697211,0.9131414890289307,0.06749605387449265,0.00515276612713933,0.014207690954208374,2.1040730189270107e-06,0
699565,0.9272838234901428,1.2992427400604356e-06,3.818925335963286e-07,0.07267274707555771,4.1779530874919146e-05,0
701149,0.8639053106307983,0.00018439716950524598,1.3388127626967616e-05,0.13561633229255676,0.0002805702097248286,0
701163,0.9715662598609924,0.022341515868902206,0.0025911456905305386,0.003489898284897208,1.11812869363348e-05,0
709493,0.44980043172836304,0.3582617938518524,0.0018177662277594209,0.19009821116924286,2.17215929296799e-05,0
710796,0.6631788015365601,5.650425919156987e-06,0.17267687618732452,0.16413435339927673,4.422036909090821e-06,0
714375,0.8536901473999023,6.346206646412611e-06,1.0570264521447825e-06,0.1462479531764984,5.4546613682759926e-05,0
714584,0.5263453125953674,0.006816313602030277,0.0005937290843576193,0.4650452733039856,0.0011993279913440347,0
720739,0.3696005344390869,0.3767593502998352,0.0017546301241964102,0.25180783867836,7.763550092931837e-05,0
723254,0.938644528388977,2.7634754928840266e-07,4.875753689681517e-10,0.061355192214250565,1.4189916797135993e-08,0
725824,0.8883058428764343,1.1295564945612568e-05,1.2409163900883868e-06,0.11162042617797852,6.110472895670682e-05,0
738002,0.03961506113409996,0.3602937161922455,0.00026455128681845963,0.5998137593269348,1.2936153325426858e-05,0
769883,0.051033128052949905,0.7240036129951477,0.049164336174726486,0.1757904291152954,8.433175025857054e-06,0
788403,0.9386319518089294,0.04216659814119339,0.005367823410779238,0.013184389099478722,0.0006492554675787687,0
807069,0.9095876216888428,9.285160444960638e-07,2.2102615560015693e-07,0.09038728475570679,2.399548247922212e-05,0
809213,0.8706755638122559,0.0023224998731166124,4.6181554353097454e-05,0.12647345662117004,0.00048227791558019817,0
810658,0.8734558820724487,0.06198896840214729,0.06442514806985855,0.00012960525054950267,4.5980456775396306e-07,0
814375,0.3643096685409546,0.44441351294517517,0.00602541072294116,0.1851278692483902,0.00012358493404462934,0
819774,0.9512035250663757,1.726099041476914e-09,8.328152056868987e-10,0.048795733600854874,6.474622296082089e-07,0
833282,0.8039668798446655,0.013709640130400658,0.00021477710106410086,0.1809563785791397,0.0011522718705236912,0
837913,0.9098379015922546,4.959321358910529e-06,9.87953058029234e-07,0.09008810669183731,6.798064714530483e-05,0
841598,0.8952649235725403,5.357555437512929e-06,9.719128684082534e-07,0.1046675443649292,6.122008198872209e-05,0
842967,0.9935274720191956,0.005350783932954073,0.0006061104941181839,0.0005036565125919878,1.1840285878861323e-05,0
847032,0.7248799800872803,0.06368836760520935,0.00040556216845288873,0.20978723466396332,0.001238878583535552,0
848803,0.9142642617225647,5.162011689208157e-07,1.3473325566337735e-07,0.08571752905845642,1.757645259203855e-05,0
849130,0.8026449680328369,7.695402359786385e-07,4.0358841602028406e-08,0.19735124707221985,3.0503031211992493e-06,0
853989,0.4319946765899658,0.3409290015697479,0.006218818482011557,0.2207665741443634,9.099443559534848e-05,0
860262,0.06523729115724564,0.7695747017860413,0.08036527037620544,0.0847833976149559,3.9393013139488176e-05,0
862930,0.9998237490653992,4.220341437433106e-11,1.6906433586427738e-08,0.00014582989388145506,3.0413002605200745e-05,0
870045,0.9634483456611633,0.03655015677213669,9.322678184986444e-10,1.5285022527677938e-06,2.3619760144955776e-25,0
875961,0.9603379964828491,0.02986265905201435,0.000482661445857957,0.009146739728748798,0.00016998896899167448,0
