id,class-0,class-1,class-2,class-3,class-4
6639,0.6306695938110352,0.021839529275894165,0.002722954610362649,0.33344876766204834,0.011319215409457684
9603,0.05266987159848213,0.6129434704780579,0.33436548709869385,2.1117466530995443e-05,3.926942798715416e-11
12234,0.7469443678855896,0.14725187420845032,0.02143760211765766,0.0840698778629303,0.0002963127044495195
16535,0.013200747780501842,0.44001927971839905,0.546779453754425,4.489083949010819e-07,3.859145126941868e-14
18157,0.9824619889259338,0.0003048287471756339,0.0009600405464880168,0.0162222757935524,5.0820442993426695e-05
33302,0.007809195201843977,0.3742804229259491,0.6179102659225464,1.133389702090426e-07,3.3726573441038125e-15
37190,0.1490013301372528,0.6746164560317993,0.1758357137441635,0.0005464346031658351,1.6019944482081883e-08
43051,0.20804594457149506,0.659969687461853,0.1302272230386734,0.0017569264164194465,1.456208309491558e-07
43373,0.002892915392294526,0.26600128412246704,0.7311057448387146,9.113484189526844e-09,4.042695027853683e-17
51487,0.34252530336380005,0.5755534768104553,0.06908133625984192,0.012833114713430405,6.807683348597493e-06
54573,0.17504744231700897,0.6706212759017944,0.15338146686553955,0.0009497155551798642,4.5356873812352205e-08
87367,0.37832170724868774,0.4578808546066284,0.16195064783096313,0.0018466839101165533,1.1240997821460041e-07
134848,0.8314593434333801,0.007068917155265808,0.0023061130195856094,0.15655238926410675,0.0026133814826607704
141876,0.7774006128311157,0.010472116991877556,0.0024926962796598673,0.20530982315540314,0.004324802663177252
145313,0.9101747274398804,0.0352802500128746,0.013737048953771591,0.040722478181123734,8.5505198512692e-05
145540,0.8964008688926697,0.04872904345393181,0.017548818141222,0.037256427109241486,6.483768083853647e-05
153664,0.38789987564086914,0.5340437889099121,0.0548468679189682,0.023187385872006416,2.2014897695044056e-05
153669,0.3553003966808319,0.5646405816078186,0.06487863510847092,0.015170971862971783,9.471620614931453e-06
153696,0.3715589940547943,0.5499156713485718,0.05976475030183792,0.01874619349837303,1.440842061128933e-05
155030,0.8016372323036194,0.10465965420007706,0.019188284873962402,0.07427484542131424,0.000239825458265841
157992,0.22900579869747162,0.6506938338279724,0.11779633164405823,0.002503767376765609,2.862879000531393e-07
159271,0.7750487327575684,0.010629899799823761,0.0024992788676172495,0.20741309225559235,0.0044089993461966515
162411,0.9583115577697754,0.011715400032699108,0.02780240774154663,0.002170480554923415,2.3647478997190774e-07
171275,0.948269784450531,0.0013453172286972404,0.05035504326224327,2.9823180739185773e-05,5.464457011883361e-11
171385,0.8876062035560608,0.05871092528104782,0.04790869355201721,0.0057729934342205524,1.19988908409141e-06
171757,0.9198476672172546,0.036888837814331055,0.01789126545190811,0.025341426953673363,3.0694249289808795e-05
172074,0.9877805709838867,0.0010960944928228855,0.0031754442024976015,0.007940446026623249,7.497804290323984e-06
184771,0.9905257225036621,0.0010974161559715867,0.006719857919961214,0.0016567811835557222,2.7289141257824667e-07
187244,0.9243085980415344,0.033168576657772064,0.01655007340013981,0.02593955583870411,3.320571340736933e-05
194210,0.6967204213142395,0.016337469220161438,0.002660375786945224,0.27657219767570496,0.007709528785198927
194662,0.549741804599762,0.3539182245731354,0.03480689972639084,0.06138494610786438,0.00014813612506259233
194784,0.7778769731521606,0.010440250858664513,0.0024913481902331114,0.2048836350440979,0.004307848401367664
194787,0.7805241942405701,0.010263783857226372,0.0024837730452418327,0.20251402258872986,0.004214259330183268
197722,0.819270670413971,0.00779820466414094,0.0023546437732875347,0.1676141321659088,0.0029624090529978275
198688,0.9999998807907104,9.785350770133265e-17,1.1237000308028655e-07,1.0645757712868242e-11,1.6043680121587416e-20
200295,0.994734525680542,0.0001204554209834896,0.005003384780138731,0.00014162911975290626,3.0057241140468705e-09
205590,0.781009316444397,0.01023155264556408,0.0024823688436299562,0.20207956433296204,0.0041972193866968155
208910,0.3580634295940399,0.5622067451477051,0.06399203836917877,0.015727665275335312,1.0171478606935125e-05
215918,0.30076196789741516,0.6076710820198059,0.08425034582614899,0.007314266636967659,2.264540626129019e-06
220232,0.7983443737030029,0.08378564566373825,0.014097683131694794,0.1032550036907196,0.0005173451500013471
224225,0.24999986588954926,0.0704057514667511,0.002089324640110135,0.6170901656150818,0.060414817184209824
230891,0.9999872446060181,2.8025301523904034e-10,1.217154749610927e-05,5.945942689322692e-07,1.642694877693196e-12
240359,0.9950535893440247,0.0003089246165473014,0.0026815517339855433,0.0019554097671061754,5.735287800234801e-07
253700,0.7599560618400574,0.011661429889500141,0.00253886915743351,0.2208743691444397,0.004969273693859577
254124,0.1761467158794403,0.6703574061393738,0.15252506732940674,0.0009707053541205823,4.726920366238119e-08
274160,0.1728467494249344,0.6711284518241882,0.1551159769296646,0.0009087552316486835,4.1733603239890726e-08
275880,0.8428858518600464,0.05517794191837311,0.011939003132283688,0.08957917243242264,0.00041808781679719687
285261,0.8232453465461731,0.022847210988402367,0.005142418202012777,0.14716306328773499,0.0016019005561247468
285508,0.6846897602081299,0.017291991040110588,0.002676289062947035,0.2870350778102875,0.008306918665766716
287190,0.5329928398132324,0.3733919858932495,0.03641942888498306,0.05706770718097687,0.0001280054566450417
293498,0.47288915514945984,0.42603373527526855,0.03328636288642883,0.06759738177061081,0.00019331050862092525
303851,0.9521090388298035,0.0026788015384227037,0.045113131403923035,9.897014388116077e-05,5.536232583480682e-10
306113,0.7080013155937195,0.015461382456123829,0.002643489046022296,0.2667215168476105,0.007172246929258108
312522,0.8657122254371643,0.07955199480056763,0.027417490258812904,0.02728855609893799,2.9628901756950654e-05
313437,0.9990587830543518,8.340273780049756e-06,0.0004977323114871979,0.00043509702663868666,7.391469125650474e-08
315861,0.2367219775915146,0.6468618512153625,0.11357960850000381,0.002836246509104967,3.6348794196783274e-07
317071,0.5479379296302795,0.02967981807887554,0.0027239134069532156,0.40252771973609924,0.017130577936768532
318091,0.9997280240058899,4.904114803139237e-07,0.00012836845417041332,0.00014313231804408133,1.710493258144652e-08
320329,0.999488115310669,9.079327867311804e-08,0.0005110645433887839,7.465243925253162e-07,4.362101771373389e-13
323682,0.7839653491973877,0.010035908780992031,0.002473704516887665,0.19943086802959442,0.0040941620245575905
339682,0.9839559197425842,0.0020047188736498356,0.0042922720313072205,0.009737550280988216,9.583044629835058e-06
340367,0.7805566787719727,0.01026162225753069,0.002483679912984371,0.20248492062091827,0.004213117063045502
342063,1.0,0.0,2.590368862332887e-17,3.491054984347773e-34,0.0
348229,0.06239229440689087,0.6300137042999268,0.307559072971344,3.489234222797677e-05,9.82221526335536e-11
350376,0.5320922136306763,0.1629883050918579,0.30471253395080566,0.00020693505939561874,1.1597218740888593e-09
350934,0.7340911626815796,0.18209584057331085,0.030192438513040543,0.05351234972476959,0.00010826186917256564
352565,0.9976853132247925,6.004953684168868e-05,0.0012290974846109748,0.0010253455257043242,2.441728668145515e-07
352578,0.9974539875984192,7.603948324685916e-05,0.0014252354158088565,0.0010445379884913564,2.3590710895859957e-07
352642,0.9573160409927368,0.01524816732853651,0.013795503415167332,0.013629703782498837,1.0570616723271087e-05
354156,0.9988560676574707,1.3740970643993933e-05,0.000689804379362613,0.00044032983714714646,6.486096992830426e-08
354992,0.923564612865448,0.03576502576470375,0.01892215572297573,0.02172587625682354,2.2316140530165285e-05
356157,0.989173412322998,0.0015135331777855754,0.005860305856913328,0.0034516092855483294,1.164752006843628e-06
356192,0.9978366494178772,5.467129813041538e-05,0.001273564761504531,0.0008349677082151175,1.6290553617182013e-07
356352,0.4659637212753296,0.4304901361465454,0.03235948458313942,0.07097052037715912,0.00021609610121231526
361019,0.9766875505447388,0.003258713986724615,0.004756654612720013,0.015275624580681324,2.1441006538225338e-05
365304,1.0,0.0,4.760951967950136e-15,6.694815357650614e-29,0.0
366472,0.37519240379333496,0.5464854836463928,0.05865370109677315,0.019652577117085457,1.5827314200578257e-05
380128,0.47507643699645996,0.2587776482105255,0.012866483069956303,0.24972060322761536,0.0035588552709668875
381123,0.7823757529258728,0.010140952654182911,0.0024783865083009005,0.20085541903972626,0.004149415995925665
385964,0.9996640682220459,7.82518384312425e-07,0.00015848939074203372,0.00017658862634561956,2.3037205920672932e-08
387272,0.9199161529541016,0.00024166394723579288,0.07984115928411484,9.785070460566203e-07,7.015387077681512e-14
388188,0.9979483485221863,4.699788769357838e-05,0.001121670939028263,0.0008826647535897791,1.920432595170496e-07
415452,0.7805241942405701,0.010263783857226372,0.0024837730452418327,0.20251402258872986,0.004214259330183268
417559,0.996638298034668,1.9346451153978705e-05,0.003316038753837347,2.6200697902822867e-05,1.5043390144686697e-10
424768,0.9572932124137878,0.014040634036064148,0.011805478483438492,0.016843659803271294,1.6965479517239146e-05
424893,0.46561530232429504,0.4311700463294983,0.032469626516103745,0.07053173333406448,0.00021330566960386932
433214,0.12848448753356934,0.6740396022796631,0.19714227318763733,0.0003335947112645954,6.360217685852376e-09
438589,0.6691787242889404,0.17794837057590485,0.017795687541365623,0.1342574954032898,0.0008198529831133783
441872,0.7156602740287781,0.004194765817373991,0.28014248609542847,2.464547151248553e-06,2.473655774572897e-13
443817,0.24999986588954926,0.0704057514667511,0.002089324640110135,0.6170901656150818,0.060414817184209824
445289,0.825678825378418,0.007411960046738386,0.002329649403691292,0.16180327534675598,0.0027762730605900288
